"DateTime","Pre Open NIFTY 50","NIFTY 50"
"2024-12-13 09:01:26",24568.65,
"2024-12-13 09:01:27",24568.2,
"2024-12-13 09:01:28",24568.4,
"2024-12-13 09:01:29",24568.75,
"2024-12-13 09:01:30",24568.35,
"2024-12-13 09:01:31",24567.75,
"2024-12-13 09:01:32",24568.75,
"2024-12-13 09:01:33",24565.85,
"2024-12-13 09:01:34",24566.25,
"2024-12-13 09:01:35",24567.1,
"2024-12-13 09:01:36",24566.9,
"2024-12-13 09:01:37",24567.55,
"2024-12-13 09:01:38",24565.55,
"2024-12-13 09:01:39",24564.35,
"2024-12-13 09:01:40",24564.15,
"2024-12-13 09:01:41",24563.6,
"2024-12-13 09:01:42",24564,
"2024-12-13 09:01:43",24564.45,
"2024-12-13 09:01:44",24564.9,
"2024-12-13 09:01:45",24563.9,
"2024-12-13 09:01:46",24564.1,
"2024-12-13 09:01:47",24563.35,
"2024-12-13 09:01:48",24563.9,
"2024-12-13 09:01:49",24563.9,
"2024-12-13 09:01:50",24564.65,
"2024-12-13 09:01:51",24564.5,
"2024-12-13 09:01:52",24565.5,
"2024-12-13 09:01:53",24565.4,
"2024-12-13 09:01:54",24565.4,
"2024-12-13 09:01:55",24565.45,
"2024-12-13 09:01:56",24565.85,
"2024-12-13 09:01:57",24565.85,
"2024-12-13 09:01:58",24566.25,
"2024-12-13 09:01:59",24565.95,
"2024-12-13 09:02:00",24550.55,
"2024-12-13 09:02:01",24545.85,
"2024-12-13 09:02:02",24534.1,
"2024-12-13 09:02:03",24551.2,
"2024-12-13 09:02:04",24555.3,
"2024-12-13 09:02:05",24546.8,
"2024-12-13 09:02:06",24542.15,
"2024-12-13 09:02:07",24543.75,
"2024-12-13 09:02:08",24544.4,
"2024-12-13 09:02:09",24531.95,
"2024-12-13 09:02:10",24532.2,
"2024-12-13 09:02:11",24532.25,
"2024-12-13 09:02:12",24532.15,
"2024-12-13 09:02:13",24532.2,
"2024-12-13 09:02:14",24530.1,
"2024-12-13 09:02:15",24530.7,
"2024-12-13 09:02:16",24530.7,
"2024-12-13 09:02:17",24531.3,
"2024-12-13 09:02:18",24531.15,
"2024-12-13 09:02:19",24527.5,
"2024-12-13 09:02:20",24522.8,
"2024-12-13 09:02:21",24518.75,
"2024-12-13 09:02:22",24518.55,
"2024-12-13 09:02:23",24518,
"2024-12-13 09:02:24",24517.8,
"2024-12-13 09:02:25",24516.9,
"2024-12-13 09:02:26",24516.95,
"2024-12-13 09:02:27",24515.6,
"2024-12-13 09:02:28",24514.6,
"2024-12-13 09:02:29",24513.65,
"2024-12-13 09:02:30",24513.65,
"2024-12-13 09:02:31",24511.75,
"2024-12-13 09:02:32",24509.3,
"2024-12-13 09:02:33",24512.8,
"2024-12-13 09:02:34",24512.95,
"2024-12-13 09:02:35",24512.6,
"2024-12-13 09:02:36",24506.9,
"2024-12-13 09:02:37",24505.05,
"2024-12-13 09:02:38",24505.7,
"2024-12-13 09:02:39",24507.4,
"2024-12-13 09:02:40",24507.35,
"2024-12-13 09:02:41",24507.2,
"2024-12-13 09:02:42",24507.05,
"2024-12-13 09:02:43",24507.15,
"2024-12-13 09:02:44",24506.95,
"2024-12-13 09:02:45",24507,
"2024-12-13 09:02:46",24506.85,
"2024-12-13 09:02:47",24506.85,
"2024-12-13 09:02:48",24506.85,
"2024-12-13 09:02:49",24506.85,
"2024-12-13 09:02:50",24506.9,
"2024-12-13 09:02:51",24506.35,
"2024-12-13 09:02:52",24506.35,
"2024-12-13 09:02:53",24505.55,
"2024-12-13 09:02:54",24505.5,
"2024-12-13 09:02:55",24503.2,
"2024-12-13 09:02:56",24504.9,
"2024-12-13 09:02:57",24503.5,
"2024-12-13 09:02:58",24503.3,
"2024-12-13 09:02:59",24503.35,
"2024-12-13 09:03:00",24504.1,
"2024-12-13 09:03:01",24504.1,
"2024-12-13 09:03:02",24504.7,
"2024-12-13 09:03:03",24504.2,
"2024-12-13 09:03:04",24504.35,
"2024-12-13 09:03:05",24504.35,
"2024-12-13 09:03:06",24506.15,
"2024-12-13 09:03:07",24506.15,
"2024-12-13 09:03:08",24506.3,
"2024-12-13 09:03:09",24506.35,
"2024-12-13 09:03:10",24506.25,
"2024-12-13 09:03:11",24505.15,
"2024-12-13 09:03:12",24505.15,
"2024-12-13 09:03:13",24505.15,
"2024-12-13 09:03:14",24506.85,
"2024-12-13 09:03:15",24508.15,
"2024-12-13 09:03:16",24508.1,
"2024-12-13 09:03:17",24508.75,
"2024-12-13 09:03:18",24508.75,
"2024-12-13 09:03:19",24508.75,
"2024-12-13 09:03:20",24508.85,
"2024-12-13 09:03:21",24508.15,
"2024-12-13 09:03:22",24508.15,
"2024-12-13 09:03:23",24507.9,
"2024-12-13 09:03:24",24508.2,
"2024-12-13 09:03:25",24508.7,
"2024-12-13 09:03:26",24508.4,
"2024-12-13 09:03:27",24508.55,
"2024-12-13 09:03:28",24508.5,
"2024-12-13 09:03:29",24508.45,
"2024-12-13 09:03:30",24508.55,
"2024-12-13 09:03:31",24508.65,
"2024-12-13 09:03:32",24508.4,
"2024-12-13 09:03:33",24533.5,
"2024-12-13 09:03:34",24527.05,
"2024-12-13 09:03:35",24532.9,
"2024-12-13 09:03:36",24530.4,
"2024-12-13 09:03:37",24531.35,
"2024-12-13 09:03:38",24511.5,
"2024-12-13 09:03:39",24513.1,
"2024-12-13 09:03:40",24513.3,
"2024-12-13 09:03:41",24514.55,
"2024-12-13 09:03:42",24514,
"2024-12-13 09:03:43",24514,
"2024-12-13 09:03:44",24514.1,
"2024-12-13 09:03:45",24514.65,
"2024-12-13 09:03:46",24514.65,
"2024-12-13 09:03:47",24514.5,
"2024-12-13 09:03:48",24514.55,
"2024-12-13 09:03:49",24514.8,
"2024-12-13 09:03:50",24514.85,
"2024-12-13 09:03:51",24514.7,
"2024-12-13 09:03:52",24514.65,
"2024-12-13 09:03:53",24514.55,
"2024-12-13 09:03:54",24514.65,
"2024-12-13 09:03:55",24514.55,
"2024-12-13 09:03:56",24514.95,
"2024-12-13 09:03:57",24514.05,
"2024-12-13 09:03:58",24513.1,
"2024-12-13 09:03:59",24512.3,
"2024-12-13 09:04:00",24510.45,
"2024-12-13 09:04:01",24509.15,
"2024-12-13 09:04:02",24510.45,
"2024-12-13 09:04:03",24532.65,
"2024-12-13 09:04:04",24531.55,
"2024-12-13 09:04:05",24534,
"2024-12-13 09:04:06",24534.75,
"2024-12-13 09:04:07",24537.55,
"2024-12-13 09:04:08",24536.75,
"2024-12-13 09:04:09",24537.95,
"2024-12-13 09:04:10",24537.85,
"2024-12-13 09:04:11",24538.2,
"2024-12-13 09:04:12",24538.25,
"2024-12-13 09:04:13",24538.35,
"2024-12-13 09:04:14",24538.2,
"2024-12-13 09:04:15",24538.15,
"2024-12-13 09:04:16",24538.45,
"2024-12-13 09:04:17",24538.45,
"2024-12-13 09:04:18",24538.45,
"2024-12-13 09:04:19",24538.6,
"2024-12-13 09:04:20",24538.45,
"2024-12-13 09:04:21",24534.75,
"2024-12-13 09:04:22",24535.5,
"2024-12-13 09:04:23",24535.45,
"2024-12-13 09:04:24",24527.65,
"2024-12-13 09:04:25",24526.55,
"2024-12-13 09:04:26",24526.85,
"2024-12-13 09:04:27",24526.7,
"2024-12-13 09:04:28",24508.8,
"2024-12-13 09:04:29",24509.2,
"2024-12-13 09:04:30",24506.9,
"2024-12-13 09:04:31",24523.55,
"2024-12-13 09:04:32",24525.3,
"2024-12-13 09:04:33",24525.05,
"2024-12-13 09:04:34",24530.15,
"2024-12-13 09:04:35",24528,
"2024-12-13 09:04:36",24526.25,
"2024-12-13 09:04:37",24515.2,
"2024-12-13 09:04:38",24519.75,
"2024-12-13 09:04:39",24519.1,
"2024-12-13 09:04:40",24519.05,
"2024-12-13 09:04:41",24518.25,
"2024-12-13 09:04:42",24516.65,
"2024-12-13 09:04:43",24503,
"2024-12-13 09:04:44",24504.2,
"2024-12-13 09:04:45",24503.65,
"2024-12-13 09:04:46",24504.55,
"2024-12-13 09:04:47",24504.3,
"2024-12-13 09:04:48",24504.35,
"2024-12-13 09:04:49",24504.1,
"2024-12-13 09:04:50",24503.45,
"2024-12-13 09:04:51",24504.6,
"2024-12-13 09:04:52",24503.25,
"2024-12-13 09:04:53",24502.95,
"2024-12-13 09:04:54",24503.05,
"2024-12-13 09:04:55",24502.3,
"2024-12-13 09:04:56",24502.25,
"2024-12-13 09:04:57",24503.25,
"2024-12-13 09:04:58",24503.1,
"2024-12-13 09:04:59",24504.2,
"2024-12-13 09:05:00",24503.95,
"2024-12-13 09:05:01",24503.7,
"2024-12-13 09:05:02",24504.1,
"2024-12-13 09:05:03",24504.25,
"2024-12-13 09:05:04",24503.45,
"2024-12-13 09:05:05",24501.4,
"2024-12-13 09:05:06",24500.15,
"2024-12-13 09:05:07",24498.15,
"2024-12-13 09:05:08",24497.25,
"2024-12-13 09:05:09",24496.95,
"2024-12-13 09:05:10",24497.05,
"2024-12-13 09:05:11",24496.6,
"2024-12-13 09:05:12",24496.7,
"2024-12-13 09:05:13",24495.5,
"2024-12-13 09:05:14",24495.65,
"2024-12-13 09:05:15",24495.55,
"2024-12-13 09:05:16",24495.45,
"2024-12-13 09:05:17",24497.2,
"2024-12-13 09:05:18",24497.1,
"2024-12-13 09:05:19",24497.7,
"2024-12-13 09:05:20",24497.35,
"2024-12-13 09:05:21",24496.45,
"2024-12-13 09:05:22",24494.85,
"2024-12-13 09:05:23",24494.6,
"2024-12-13 09:05:24",24492.85,
"2024-12-13 09:05:25",24495.5,
"2024-12-13 09:05:26",24495.55,
"2024-12-13 09:05:27",24495.5,
"2024-12-13 09:05:28",24495.3,
"2024-12-13 09:05:29",24495.55,
"2024-12-13 09:05:30",24495.3,
"2024-12-13 09:05:31",24495.3,
"2024-12-13 09:05:32",24495.75,
"2024-12-13 09:05:33",24496.45,
"2024-12-13 09:05:34",24496.35,
"2024-12-13 09:05:35",24496.35,
"2024-12-13 09:05:36",24495.7,
"2024-12-13 09:05:37",24495.6,
"2024-12-13 09:05:38",24496.4,
"2024-12-13 09:05:39",24494.8,
"2024-12-13 09:05:40",24494.75,
"2024-12-13 09:05:41",24495.25,
"2024-12-13 09:05:42",24495.15,
"2024-12-13 09:05:43",24493.55,
"2024-12-13 09:05:44",24492.7,
"2024-12-13 09:05:45",24492.35,
"2024-12-13 09:05:46",24492.2,
"2024-12-13 09:05:47",24492.1,
"2024-12-13 09:05:48",24491.7,
"2024-12-13 09:05:49",24491.5,
"2024-12-13 09:05:50",24503,
"2024-12-13 09:05:51",24503.2,
"2024-12-13 09:05:52",24503.85,
"2024-12-13 09:05:53",24503.35,
"2024-12-13 09:05:54",24491.9,
"2024-12-13 09:05:55",24491,
"2024-12-13 09:05:56",24491.15,
"2024-12-13 09:05:57",24489.9,
"2024-12-13 09:05:58",24489.25,
"2024-12-13 09:05:59",24489.85,
"2024-12-13 09:06:00",24493.95,
"2024-12-13 09:06:01",24494.75,
"2024-12-13 09:06:02",24495.8,
"2024-12-13 09:06:03",24495.95,
"2024-12-13 09:06:04",24492.35,
"2024-12-13 09:06:05",24494.2,
"2024-12-13 09:06:06",24493.9,
"2024-12-13 09:06:07",24495.55,
"2024-12-13 09:06:08",24495.6,
"2024-12-13 09:06:09",24496.2,
"2024-12-13 09:06:10",24496.35,
"2024-12-13 09:06:11",24495.3,
"2024-12-13 09:06:12",24495.1,
"2024-12-13 09:06:13",24496.2,
"2024-12-13 09:06:14",24496.2,
"2024-12-13 09:06:15",24496.2,
"2024-12-13 09:06:16",24496.45,
"2024-12-13 09:06:17",24497.1,
"2024-12-13 09:06:18",24496.5,
"2024-12-13 09:06:19",24496.5,
"2024-12-13 09:06:20",24496.7,
"2024-12-13 09:06:21",24496.9,
"2024-12-13 09:06:22",24497.05,
"2024-12-13 09:06:23",24496.8,
"2024-12-13 09:06:24",24496.8,
"2024-12-13 09:06:25",24496.45,
"2024-12-13 09:06:26",24496.45,
"2024-12-13 09:06:27",24495.65,
"2024-12-13 09:06:28",24493.9,
"2024-12-13 09:06:29",24492.85,
"2024-12-13 09:06:30",24499.7,
"2024-12-13 09:06:31",24500.3,
"2024-12-13 09:06:32",24500.3,
"2024-12-13 09:06:33",24500.5,
"2024-12-13 09:06:34",24501.9,
"2024-12-13 09:06:35",24501.55,
"2024-12-13 09:06:36",24501.95,
"2024-12-13 09:06:37",24501.2,
"2024-12-13 09:06:38",24501.5,
"2024-12-13 09:06:39",24500.9,
"2024-12-13 09:06:40",24500.9,
"2024-12-13 09:06:41",24501.25,
"2024-12-13 09:06:42",24500.3,
"2024-12-13 09:06:43",24500.35,
"2024-12-13 09:06:44",24500.15,
"2024-12-13 09:06:45",24500.55,
"2024-12-13 09:06:46",24500.35,
"2024-12-13 09:06:47",24500.3,
"2024-12-13 09:06:48",24499.75,
"2024-12-13 09:06:49",24499.8,
"2024-12-13 09:06:50",24499.4,
"2024-12-13 09:06:51",24499.9,
"2024-12-13 09:06:52",24516.4,
"2024-12-13 09:06:53",24516.65,
"2024-12-13 09:06:54",24515.9,
"2024-12-13 09:06:55",24514.4,
"2024-12-13 09:06:56",24514.65,
"2024-12-13 09:06:57",24511.7,
"2024-12-13 09:06:58",24503.95,
"2024-12-13 09:06:59",24502.6,
"2024-12-13 09:07:00",24503.7,
"2024-12-13 09:07:01",24500.65,
"2024-12-13 09:07:02",24497.2,
"2024-12-13 09:07:03",24499.8,
"2024-12-13 09:07:04",24501.2,
"2024-12-13 09:07:05",24501.95,
"2024-12-13 09:07:06",24502.75,
"2024-12-13 09:07:07",24501.75,
"2024-12-13 09:07:08",24504.95,
"2024-12-13 09:07:09",24504.85,
"2024-12-13 09:07:10",24501.7,
"2024-12-13 09:07:11",24502.8,
"2024-12-13 09:07:12",24502.7,
"2024-12-13 09:07:13",24502.3,
"2024-12-13 09:07:14",24504.45,
"2024-12-13 09:07:15",24505.2,
"2024-12-13 09:07:16",24505.5,
"2024-12-13 09:07:17",24505.3,
"2024-12-13 09:07:18",24506.1,
"2024-12-13 09:07:19",24503.95,
"2024-12-13 09:07:20",24503.7,
"2024-12-13 09:07:21",24501.65,
"2024-12-13 09:07:22",24494.4,
"2024-12-13 09:07:23",24494.1,
"2024-12-13 09:07:24",24492.8,
"2024-12-13 09:07:25",24492.7,
"2024-12-13 09:07:26",24492.35,
"2024-12-13 09:07:27",24496.25,
"2024-12-13 09:07:28",24495.7,
"2024-12-13 09:07:29",24494.15,
"2024-12-13 09:07:30",24492.4,
"2024-12-13 09:07:31",24491.65,
"2024-12-13 09:07:32",24491.7,
"2024-12-13 09:07:33",24491.8,
"2024-12-13 09:07:34",24491.85,
"2024-12-13 09:07:35",24491.95,
"2024-12-13 09:07:36",24491.8,
"2024-12-13 09:07:37",24491.65,
"2024-12-13 09:07:38",24490.6,
"2024-12-13 09:07:39",24490.5,
"2024-12-13 09:07:40",24498.25,
"2024-12-13 09:07:41",24498.6,
"2024-12-13 09:07:42",24499.35,
"2024-12-13 09:07:43",24499.25,
"2024-12-13 09:07:44",24498.35,
"2024-12-13 09:07:45",,24498.35
"2024-12-13 09:07:46",,24498.35
"2024-12-13 09:07:47",,24498.35
"2024-12-13 09:07:48",,24498.35
"2024-12-13 09:07:49",,24498.35
"2024-12-13 09:07:50",,24498.35
"2024-12-13 09:07:51",,24498.35
"2024-12-13 09:07:52",,24498.35
"2024-12-13 09:07:53",,24498.35
"2024-12-13 09:07:54",,24498.35
"2024-12-13 09:07:55",,24498.35
"2024-12-13 09:07:56",,24498.35
"2024-12-13 09:07:57",,24498.35
"2024-12-13 09:07:58",,24498.35
"2024-12-13 09:07:59",,24498.35
"2024-12-13 09:08:00",,24498.35
"2024-12-13 09:08:01",,24498.35
"2024-12-13 09:08:02",,24498.35
"2024-12-13 09:08:03",,24498.35
"2024-12-13 09:08:04",,24498.35
"2024-12-13 09:08:05",,24498.35
"2024-12-13 09:08:06",,24498.35
"2024-12-13 09:08:07",,24498.35
"2024-12-13 09:08:08",,24498.35
"2024-12-13 09:08:09",,24498.35
"2024-12-13 09:08:10",,24498.35
"2024-12-13 09:08:11",,24498.35
"2024-12-13 09:08:12",,24498.35
"2024-12-13 09:08:13",,24498.35
"2024-12-13 09:08:14",,24498.35
"2024-12-13 09:08:15",,24498.35
"2024-12-13 09:08:16",,24498.35
"2024-12-13 09:08:17",,24498.35
"2024-12-13 09:08:18",,24498.35
"2024-12-13 09:08:19",,24498.35
"2024-12-13 09:08:20",,24498.35
"2024-12-13 09:08:21",,24498.35
"2024-12-13 09:08:22",,24498.35
"2024-12-13 09:08:23",,24498.35
"2024-12-13 09:08:24",,24498.35
"2024-12-13 09:08:25",,24498.35
"2024-12-13 09:08:26",,24498.35
"2024-12-13 09:08:27",,24498.35
"2024-12-13 09:08:28",,24498.35
"2024-12-13 09:08:29",,24498.35
"2024-12-13 09:08:30",,24498.35
"2024-12-13 09:08:31",,24498.35
"2024-12-13 09:08:32",,24498.35
"2024-12-13 09:08:33",,24498.35
"2024-12-13 09:08:34",,24498.35
"2024-12-13 09:08:35",,24498.35
"2024-12-13 09:08:36",,24498.35
"2024-12-13 09:08:37",,24498.35
"2024-12-13 09:08:38",,24498.35
"2024-12-13 09:08:39",,24498.35
"2024-12-13 09:08:40",,24498.35
"2024-12-13 09:08:41",,24498.35
"2024-12-13 09:08:42",,24498.35
"2024-12-13 09:08:43",,24498.35
"2024-12-13 09:08:44",,24498.35
"2024-12-13 09:08:45",,24498.35
"2024-12-13 09:08:46",,24498.35
"2024-12-13 09:08:47",,24498.35
"2024-12-13 09:08:48",,24498.35
"2024-12-13 09:08:49",,24498.35
"2024-12-13 09:08:50",,24498.35
"2024-12-13 09:08:51",,24498.35
"2024-12-13 09:08:52",,24498.35
"2024-12-13 09:08:53",,24498.35
"2024-12-13 09:08:54",,24498.35
"2024-12-13 09:08:55",,24498.35
"2024-12-13 09:08:56",,24498.35
"2024-12-13 09:08:57",,24498.35
"2024-12-13 09:08:58",,24498.35
"2024-12-13 09:08:59",,24498.35
"2024-12-13 09:09:00",,24498.35
"2024-12-13 09:09:01",,24498.35
"2024-12-13 09:09:02",,24498.35
"2024-12-13 09:09:03",,24498.35
"2024-12-13 09:09:04",,24498.35
"2024-12-13 09:09:05",,24498.35
"2024-12-13 09:09:06",,24498.35
"2024-12-13 09:09:07",,24498.35
"2024-12-13 09:09:08",,24498.35
"2024-12-13 09:09:09",,24498.35
"2024-12-13 09:09:10",,24498.35
"2024-12-13 09:09:11",,24498.35
"2024-12-13 09:09:12",,24498.35
"2024-12-13 09:09:13",,24498.35
"2024-12-13 09:09:14",,24498.35
"2024-12-13 09:09:15",,24498.35
"2024-12-13 09:09:16",,24498.35
"2024-12-13 09:09:17",,24498.35
"2024-12-13 09:09:18",,24498.35
"2024-12-13 09:09:19",,24498.35
"2024-12-13 09:09:20",,24498.35
"2024-12-13 09:09:21",,24498.35
"2024-12-13 09:09:22",,24498.35
"2024-12-13 09:09:23",,24498.35
"2024-12-13 09:09:24",,24498.35
"2024-12-13 09:09:25",,24498.35
"2024-12-13 09:09:26",,24498.35
"2024-12-13 09:09:27",,24498.35
"2024-12-13 09:09:28",,24498.35
"2024-12-13 09:09:29",,24498.35
"2024-12-13 09:09:30",,24498.35
"2024-12-13 09:09:31",,24498.35
"2024-12-13 09:09:32",,24498.35
"2024-12-13 09:09:33",,24498.35
"2024-12-13 09:09:34",,24498.35
"2024-12-13 09:09:35",,24498.35
"2024-12-13 09:09:36",,24498.35
"2024-12-13 09:09:37",,24498.35
"2024-12-13 09:09:38",,24498.35
"2024-12-13 09:09:39",,24498.35
"2024-12-13 09:09:40",,24498.35
"2024-12-13 09:09:41",,24498.35
"2024-12-13 09:09:42",,24498.35
"2024-12-13 09:09:43",,24498.35
"2024-12-13 09:09:44",,24498.35
"2024-12-13 09:09:45",,24498.35
"2024-12-13 09:09:46",,24498.35
"2024-12-13 09:09:47",,24498.35
"2024-12-13 09:09:48",,24498.35
"2024-12-13 09:09:49",,24498.35
"2024-12-13 09:09:50",,24498.35
"2024-12-13 09:09:51",,24498.35
"2024-12-13 09:09:52",,24498.35
"2024-12-13 09:09:53",,24498.35
"2024-12-13 09:09:54",,24498.35
"2024-12-13 09:09:55",,24498.35
"2024-12-13 09:09:56",,24498.35
"2024-12-13 09:09:57",,24498.35
"2024-12-13 09:09:58",,24498.35
"2024-12-13 09:09:59",,24498.35
"2024-12-13 09:10:00",,24498.35
"2024-12-13 09:10:01",,24498.35
"2024-12-13 09:10:02",,24498.35
"2024-12-13 09:10:03",,24498.35
"2024-12-13 09:10:04",,24498.35
"2024-12-13 09:10:05",,24498.35
"2024-12-13 09:10:06",,24498.35
"2024-12-13 09:10:07",,24498.35
"2024-12-13 09:10:08",,24498.35
"2024-12-13 09:10:09",,24498.35
"2024-12-13 09:10:10",,24498.35
"2024-12-13 09:10:11",,24498.35
"2024-12-13 09:10:12",,24498.35
"2024-12-13 09:10:13",,24498.35
"2024-12-13 09:10:14",,24498.35
"2024-12-13 09:10:15",,24498.35
"2024-12-13 09:10:16",,24498.35
"2024-12-13 09:10:17",,24498.35
"2024-12-13 09:10:18",,24498.35
"2024-12-13 09:10:19",,24498.35
"2024-12-13 09:10:20",,24498.35
"2024-12-13 09:10:21",,24498.35
"2024-12-13 09:10:22",,24498.35
"2024-12-13 09:10:23",,24498.35
"2024-12-13 09:10:24",,24498.35
"2024-12-13 09:10:25",,24498.35
"2024-12-13 09:10:26",,24498.35
"2024-12-13 09:10:27",,24498.35
"2024-12-13 09:10:28",,24498.35
"2024-12-13 09:10:29",,24498.35
"2024-12-13 09:10:30",,24498.35
"2024-12-13 09:10:31",,24498.35
"2024-12-13 09:10:32",,24498.35
"2024-12-13 09:10:33",,24498.35
"2024-12-13 09:10:34",,24498.35
"2024-12-13 09:10:35",,24498.35
"2024-12-13 09:10:36",,24498.35
"2024-12-13 09:10:37",,24498.35
"2024-12-13 09:10:38",,24498.35
"2024-12-13 09:10:39",,24498.35
"2024-12-13 09:10:40",,24498.35
"2024-12-13 09:10:41",,24498.35
"2024-12-13 09:10:42",,24498.35
"2024-12-13 09:10:43",,24498.35
"2024-12-13 09:10:44",,24498.35
"2024-12-13 09:10:45",,24498.35
"2024-12-13 09:10:46",,24498.35
"2024-12-13 09:10:47",,24498.35
"2024-12-13 09:10:48",,24498.35
"2024-12-13 09:10:49",,24498.35
"2024-12-13 09:10:50",,24498.35
"2024-12-13 09:10:51",,24498.35
"2024-12-13 09:10:52",,24498.35
"2024-12-13 09:10:53",,24498.35
"2024-12-13 09:10:54",,24498.35
"2024-12-13 09:10:55",,24498.35
"2024-12-13 09:10:56",,24498.35
"2024-12-13 09:10:57",,24498.35
"2024-12-13 09:10:58",,24498.35
"2024-12-13 09:10:59",,24498.35
"2024-12-13 09:11:00",,24498.35
"2024-12-13 09:11:01",,24498.35
"2024-12-13 09:11:02",,24498.35
"2024-12-13 09:11:03",,24498.35
"2024-12-13 09:11:04",,24498.35
"2024-12-13 09:11:05",,24498.35
"2024-12-13 09:11:06",,24498.35
"2024-12-13 09:11:07",,24498.35
"2024-12-13 09:11:08",,24498.35
"2024-12-13 09:11:09",,24498.35
"2024-12-13 09:11:10",,24498.35
"2024-12-13 09:11:11",,24498.35
"2024-12-13 09:11:12",,24498.35
"2024-12-13 09:11:13",,24498.35
"2024-12-13 09:11:14",,24498.35
"2024-12-13 09:11:15",,24498.35
"2024-12-13 09:11:16",,24498.35
"2024-12-13 09:11:17",,24498.35
"2024-12-13 09:11:18",,24498.35
"2024-12-13 09:11:19",,24498.35
"2024-12-13 09:11:20",,24498.35
"2024-12-13 09:11:21",,24498.35
"2024-12-13 09:11:22",,24498.35
"2024-12-13 09:11:23",,24498.35
"2024-12-13 09:11:24",,24498.35
"2024-12-13 09:11:25",,24498.35
"2024-12-13 09:11:26",,24498.35
"2024-12-13 09:11:27",,24498.35
"2024-12-13 09:11:28",,24498.35
"2024-12-13 09:11:29",,24498.35
"2024-12-13 09:11:30",,24498.35
"2024-12-13 09:11:31",,24498.35
"2024-12-13 09:11:32",,24498.35
"2024-12-13 09:11:33",,24498.35
"2024-12-13 09:11:34",,24498.35
"2024-12-13 09:11:35",,24498.35
"2024-12-13 09:11:36",,24498.35
"2024-12-13 09:11:37",,24498.35
